n,k,mmb_items,ummb_items
7283054,163,12,7
7283054,271,12,7
7283054,273,12,7
7283958,41,9,5
7284550,42,10,5
7284982,44,9,5
7285372,181,11,7
7286052,295,14,9
7286052,495,14,9
7286644,31,9,5
7286644,199,12,7
7287244,186,12,7
7288609,38,10,6
7291719,44,9,5
7292151,276,12,8
7292151,328,12,8
7292861,44,10,5
7293293,211,13,7
7293997,301,14,7
7293997,398,16,8
7294525,15,9,4
7295169,18,10,4
7295641,10,7,4
7296025,338,17,8
7297584,8,6,2
7298000,9,7,3
7298392,370,15,9
7298784,191,10,7
7300031,7,6,2
7300423,27,8,4
7300423,140,11,7
7300815,242,13,8
7301439,12,8,3
7303313,14,7,3
7304507,17,8,4
7306371,7,6,3
7306944,19,10,4
7307336,90,11,7
7307968,8,6,2
7308584,11,7,4
7309224,19,7,4
7309617,202,13,7
7309617,328,15,9
7310009,228,14,8
7310409,382,15,8
7310801,118,12,7
7310801,305,13,8
7311201,33,9,4
7311201,65,9,6
7311201,317,12,7
7311640,36,9,5
7311640,58,10,5
7313328,8,6,2
7313720,22,7,4
7313720,151,11,6
7313720,218,12,7
7315046,17,7,3
7315470,20,7,4
7315862,9,6,3
7315862,137,11,6
7316302,245,11,7
7316696,139,11,7
7317088,37,8,6
7317088,371,13,8
7317664,14,8,3
7318056,186,13,7
7318472,13,7,4
7318813,208,13,7
7319253,14,7,3
7319253,351,15,8
7319645,306,13,7
7320037,271,14,8
7320429,9,6,3
7320429,180,13,7
7320429,232,13,7
7320813,343,14,8
7321206,215,12,7
7322062,11,6,3
7322454,52,9,5
7322454,256,12,7
7322846,287,13,8
7322846,365,13,8
7322846,367,13,8
7323238,369,14,8
7323590,202,13,8
7324022,37,9,5
7324414,70,13,6
7324806,306,12,8
7325550,17,7,4
7325942,14,6,3
7325942,272,13,8
7326728,11,7,4
7327224,13,7,4
7327632,13,7,3
7328016,133,11,6
7328016,328,13,9
7328583,15,7,4
7328975,220,13,8
7329375,5,6,2
7333452,9,5,3
7333876,9,6,3
7334292,13,6,3
7334676,54,10,5
7335076,220,13,8
7335468,200,14,7
7335856,79,10,6
7335856,277,13,8
7336256,83,10,7
7336256,155,10,7
7336256,163,10,7
7336256,189,10,7
7336256,346,13,9
7336656,239,13,8
7337056,231,12,7
7337456,356,13,8
7338654,19,8,4
7339054,34,7,4
7339054,265,13,7
7339454,1,3,1
7339454,37,10,5
7339454,261,11,8
7339454,289,11,8
7339854,190,11,7
7339854,281,11,7
7340254,128,10,7
7340254,132,10,7
7340306,23,9,5
7340658,267,13,7
7340658,315,13,7
7340658,343,13,7
7341058,56,12,5
7341058,221,16,7
7341058,293,18,8
7341546,67,11,6
7341546,97,11,6
7341546,107,13,7
7341546,115,13,7
7341546,205,13,7
7342002,277,14,8
7342402,365,14,9
7342402,379,14,9
7342693,195,13,7
7342693,236,14,7
7343197,61,9,5
7343197,334,13,7
7343597,13,6,3
7344749,10,6,3
7345149,35,11,5
7345149,396,17,8
7345877,16,7,3
7346877,9,7,3
7347285,130,13,7
7347942,15,7,3
7348342,178,12,7
7348342,317,13,7
7348966,570,13,8
7349358,273,13,7
7349742,34,7,4
7350139,147,11,7
7350139,153,11,7
7350531,156,14,7
7350923,103,12,6
7350923,111,12,6
7350923,190,13,8
7350923,266,13,8
7351315,16,6,3
7351315,199,14,7
7351763,17,6,3
7352243,14,6,3
7352633,175,12,6
7352633,299,13,7
7353017,51,9,5
7353401,26,9,5
7353401,114,11,6
7353785,116,11,6
7354177,31,10,4
7354177,172,11,7
7354177,321,11,7
7354569,53,10,5
7354961,238,13,7
7355353,168,13,7
7355745,37,9,6
7355745,378,15,9
7356137,36,8,4
7356137,78,11,6
7356137,127,12,7
7356137,268,14,8
7356529,10,7,3
7356529,34,9,5
7356529,63,10,6
7356529,153,12,7
7356529,221,12,7
7356529,306,13,7
7356921,91,12,6
7357035,66,10,6
7357035,108,13,7
7357315,153,12,8
7357315,243,12,8
7357707,163,14,7
7357707,278,14,9
7357707,290,14,9
7357707,315,14,9
7357707,319,14,9
7357707,353,14,9
7358099,295,13,8
7359347,12,6,3
7359740,110,12,6
7360332,18,8,4
7360724,103,11,7
7360724,359,14,8
7361116,227,13,7
7361116,317,13,7
7361116,390,14,8
7361764,16,7,3
7362155,205,13,7
7362547,159,13,7
7362547,239,13,7
7362547,353,15,8
7363155,11,6,3
7363547,9,6,3
7363547,359,14,8
7363939,26,8,4
7363939,225,12,7
7364205,39,8,4
7364205,116,13,7
7364325,71,11,6
7364717,41,8,4
7364717,140,13,7
7364717,190,13,7
7364717,334,14,7
7365109,5,4,2
7365109,25,10,5
7365109,324,15,8
7365493,302,13,7
7365893,127,14,6
7365893,229,15,7
7366285,111,12,6
7366285,232,13,8
7366594,114,11,7
7367066,84,11,5
7367458,62,10,6
7367458,323,13,9
7367850,196,14,8
7368242,65,11,6
7368634,84,11,6
7368634,314,14,8
7369195,18,8,4
7369587,251,12,7
7369587,257,12,7
7369587,328,12,7
7371392,13,8,3
7371784,53,10,5
7371784,323,16,8
7372176,285,11,8
7372176,382,11,8
7372568,144,12,6
7372568,159,13,7
7372568,253,13,7
7372568,340,14,9
7372568,360,14,9
7372960,270,12,8
7373352,158,11,6
7373352,204,13,7
7373352,376,14,8
7373763,218,13,8
7373763,224,13,8
7373763,258,13,8
7373763,282,13,8
7373763,373,13,8
7373763,411,13,8
7374147,93,11,7
7374147,141,11,7
7374539,67,10,5
7374931,220,13,7
7375323,318,13,8
7375323,344,13,8
7375715,34,8,4
7375715,135,12,7
7376107,124,12,7
7376107,192,12,7
7376494,199,12,7
7376886,265,15,8
7376886,269,15,8
7377582,12,6,3
7378126,17,7,4
7378518,354,14,8
7378908,135,12,7
7379300,72,9,6
7379300,74,9,6
7379300,76,9,6
7379300,78,9,6
7379300,257,12,7
7379300,286,12,7
7379692,155,12,7
7379692,389,14,8
7380100,96,12,6
7380100,100,12,6
7380516,252,13,7
7380931,74,11,7
7380931,122,11,7
7380931,210,13,8
7380931,223,13,8
7380931,296,13,8
7381339,371,15,9
7381339,385,15,9
7381747,247,13,8
7381747,268,13,8
7382155,28,9,4
7382155,101,12,6
7382155,276,13,8
7382715,260,13,8
7384486,33,8,4
7384486,37,8,4
7384902,145,11,7
7385715,28,9,5
7385715,453,14,8
7385715,489,14,8
7388109,349,14,8
7388109,589,15,9
7388109,692,15,9
7388109,1616,16,10
7388109,2122,16,10
7390506,268,13,7
7390506,618,15,9
7390506,1160,15,9
7390506,1217,15,9
7390506,1764,18,11
7390506,1792,18,11
7390506,2039,18,11
7392903,1060,15,10
7392903,1249,15,10
7392903,1943,16,11
7392903,2118,16,11
7395297,296,14,8
7395297,1149,17,10
7395297,2078,16,11
7395297,2114,16,11
7395297,2230,16,11
7395297,2254,16,11
7397691,1811,17,10
7397691,1839,17,10
7400083,462,13,8
7400083,552,13,8
7400083,879,16,10
7400083,1172,16,10
7400083,1371,16,10
7400083,1906,16,10
7400083,2145,16,10
7402476,1863,16,10
7404863,322,13,9
7404863,1367,16,11
7407259,67,10,5
7407259,169,13,8
7407259,232,13,8
7407259,259,13,8
7407259,314,13,8
7407259,338,13,8
7407259,1181,15,10
7407259,1200,15,10
7407259,2390,18,11
7409652,103,11,6
7409652,153,13,7
7409652,175,13,7
7409652,431,15,8
7409652,1539,19,10
7409652,1666,19,10
7409652,1741,19,10
7409652,2298,20,11
7410476,773,14,9
7410868,214,14,8
7411340,17,8,4
7411732,43,9,5
7412048,98,11,7
7412048,200,11,7
7412512,177,11,7
7412512,245,11,7
7412512,287,11,7
7412512,365,12,9
7412512,391,12,9
7412904,286,13,8
7413640,11,7,4
7414481,12,7,3
7414873,151,13,7
7415257,325,14,8
7415649,225,12,7
7416924,13,7,4
7417316,221,12,7
7417812,6,6,3
7418500,9,6,3
7418892,311,17,8
7418892,331,17,8
7419231,248,11,7
7419679,73,9,6
7419679,328,13,9
7419679,366,13,9
7420063,23,9,4
7420063,355,12,8
7420543,16,10,4
7421007,74,8,5
7421007,227,12,7
7421519,3,4,1
7422099,4,6,3
7422867,11,6,3
7423491,11,6,3
7423779,256,12,7
7424021,175,15,7
7424093,28,8,4
7424405,188,13,8
7424693,79,12,6
7425549,10,6,3
7425837,45,8,4
7425837,98,11,6
7425837,194,13,7
7426181,179,13,8
7426181,181,13,8
7426181,308,13,8
7426700,11,5,3
7427684,8,6,3
7427964,146,11,7
7428292,322,13,8
7429538,12,8,3
7429866,6,5,2
7430666,6,5,2
7430986,156,12,7
7432446,13,7,3
7432894,12,7,3
7433174,263,14,8
7433730,9,6,2
7434010,90,11,5
7434330,9,5,2
7434610,38,9,5
7434610,235,12,7
7434930,13,7,3
7434930,245,14,8
7435250,73,11,6
7435706,9,5,2
7437427,13,6,3
7437747,160,11,6
7438235,13,7,4
7439688,10,7,4
7439976,143,12,7
7440424,8,5,2
7440704,53,11,5
7440704,63,11,5
7440773,38,12,5
7441029,101,13,6
7441317,63,11,6
7441317,186,14,8
7441637,171,12,7
7441637,252,14,8
7442261,10,7,3
7442581,58,11,5
7443842,15,8,3
7444154,105,11,6
7444154,240,14,8
7444562,11,7,3
7446091,22,8,4
7446875,14,7,4
7447483,8,6,3
7447795,193,12,7
7447795,225,12,7
7447795,231,12,7
7447944,20,7,4
7449160,14,7,4
7449440,160,11,7
7449440,226,11,7
7449440,264,11,7
7449440,268,11,7
7449784,59,10,6
7450096,235,12,7
7450770,9,6,2
7451546,14,7,4
7452026,17,8,4
7452354,139,10,7
7452354,159,10,7
7452666,225,14,7
7453631,18,10,4
7453951,216,15,7
7454247,37,7,4
7454247,128,11,6
7454567,22,7,4
7454567,110,12,7
7454567,265,12,7
7454567,308,12,7
7454919,103,10,7
7454919,270,13,8
7455435,10,5,3
7455755,193,15,7
7456243,13,6,3
7456563,40,8,5
7456563,157,12,6
7456563,282,13,7
7457687,20,6,4
7458007,197,11,7
7458295,177,13,7
7458623,128,10,7
7458911,154,11,7
7459231,140,9,6
7459631,16,7,5
7459898,66,11,6
7460562,14,7,3
7460882,9,6,2
7461178,140,12,6
7461498,275,13,7
7462302,9,7,3
7462614,310,14,8
7463206,17,7,3
7463518,265,12,7
7464222,20,8,4
7464534,52,9,5
7464534,160,12,7
7464534,278,13,7
7464977,8,6,2
7465297,244,12,7
7465585,118,12,7
7465585,152,12,7
7465585,219,12,7
7465993,15,8,4
7466401,11,8,3
7466721,252,13,8
7466721,265,13,8
7467041,171,13,7
7468098,11,8,3
7468474,175,11,6
7468762,173,12,7
7469082,248,15,7
7469082,292,17,8
7469082,302,17,8
7469082,307,17,8
7469426,188,12,7
7469708,10,5,3
7469708,193,13,8
7470036,157,12,7
7470356,132,12,6
7470356,227,13,7
7470740,13,6,3
7471028,161,11,6
7471340,22,8,4
7471644,147,12,6
7471644,208,14,7
7472062,13,7,3
7472686,18,7,4
7472998,10,6,3
7473566,7,7,3
7474335,10,8,3
7476447,19,9,4
7476656,97,10,6
7477016,176,13,7
7477312,151,10,7
7477632,295,10,8
7477928,256,13,8
7478240,97,11,7
7478240,297,13,8
7478872,14,6,4
7479276,15,8,4
7479596,66,11,6
7479884,99,12,7
7479884,120,12,7
7480212,59,10,5
7480212,61,10,5
7480212,175,13,8
7480572,41,10,5
7480996,20,7,3
7481316,174,12,7
7481671,12,7,4
7481991,31,8,4
7481991,190,12,8
7482303,89,10,7
7482303,131,10,7
7482303,199,12,8
7482871,10,7,4
7484058,13,7,4
7484642,14,8,3
7485122,16,8,3
7485410,236,14,8
7485818,7,5,2
7486257,9,6,2
7486577,311,13,7
7487185,9,6,2
7487505,81,10,5
7487505,303,16,8
7487825,38,9,5
7487825,203,12,7
7488145,43,9,5
7488433,252,14,8
7488754,70,11,6
7489042,158,14,7
7489362,191,12,7
7490106,16,8,4
7490426,31,10,5
7490426,290,12,7
7491615,13,8,3
7491903,98,10,7
7492215,16,7,4
7492215,129,11,7
7492215,267,12,7
7494283,12,8,4
7494595,144,11,7
7495283,14,6,3
7498022,16,7,3
7498195,54,9,5
7499451,8,6,3
7499739,262,14,8
7500507,17,7,4
7500998,15,7,3
7502270,15,9,4
7502766,17,7,4
7503181,18,8,4
7503469,61,10,6
7503933,11,7,3
7505408,12,8,3
7506104,22,7,4
7507704,15,7,4
7508203,16,8,4
7508491,123,13,6
7508491,150,15,7
7508811,306,12,7
7509131,146,13,8
7509419,32,8,4
7509419,186,13,8
7509419,216,13,8
7509763,164,14,7
7510899,12,6,3
7510899,18,6,3
7511563,16,8,4
7511883,200,12,7
7511883,318,12,7
7512403,16,6,3
7512691,83,10,6
7513051,12,7,4
7513331,270,13,8
7513683,14,6,3
7514027,10,5,3
7514339,58,10,6
7514971,11,6,3
7515291,21,7,4
7516155,15,8,4
7516899,19,7,3
7517514,19,8,4
7517826,223,12,8
7518530,9,6,2
7518922,16,8,4
7519418,17,8,4
7519730,165,13,7
7521972,18,6,3
7522347,9,5,3
7522635,220,12,7
7522955,281,13,8
7524522,180,14,8
7524946,20,9,5
7525394,18,7,3
7525994,18,8,4
7526282,74,11,5
7526991,12,7,3
7527279,2,4,1
7527279,285,11,7
7527591,203,13,8
7527919,322,13,8
7528207,37,8,5
7528519,312,12,7
7528807,88,9,6
7529713,18,9,5
7530001,198,14,7
7530321,103,12,7
7530609,137,12,7
7532162,13,8,3
7533866,17,8,4
7536438,19,6,3
7536489,10,8,4
7536721,168,12,7
7537401,14,8,4
7537825,18,9,4
7538121,200,12,7
7538625,19,10,4
7539672,14,6,4
7541925,11,7,3
7542213,79,12,7
7543245,16,8,4
7543746,16,8,3
7544066,129,14,6
7545002,16,8,4
7547189,18,7,3
7549977,18,7,4
7550289,33,9,5
7550289,51,9,5
7550289,236,12,7
7550689,9,6,2
7550830,44,7,4
7551006,28,8,4
7551334,307,12,7
7551974,18,7,3
7552286,282,12,7
7552726,9,6,3
7553258,13,8,4
7553546,285,16,8
7553858,154,11,7
7554762,16,8,4
7555082,86,13,6
7555082,117,13,6
7555402,255,12,7
7555889,10,7,3
7556209,296,13,7
7556721,14,7,3
7557121,9,6,2
7557409,111,11,6
7557409,213,12,7
7557409,275,12,7
7558342,13,6,3
7559086,16,7,4
7559462,10,6,3
7560442,20,8,4
7561010,21,8,5
7561298,273,13,7
7561826,14,8,3
7562114,165,12,8
7562434,54,11,5
7563226,7,5,2
7563586,12,8,3
7564210,14,7,3
7564578,11,8,3
7564866,29,10,4
7565758,20,9,4
7566518,22,6,3
7566966,17,6,3
7567254,263,13,8
7567875,8,6,3
7569011,10,6,3
7569323,38,8,4
7569323,255,14,8
7570148,8,6,3
7570436,97,13,6
7570756,111,11,7
7571036,3,3,1
7571036,239,13,7
7571996,15,7,4
7572308,49,9,5
7573746,13,7,3
7574466,19,10,4
7575366,15,7,3
7575686,70,11,5
7575974,250,12,8
7576294,283,13,8
7576774,11,6,3
7578385,14,7,3
7579257,9,5,2
7579835,10,6,3
7580259,12,7,3
7580571,265,13,8
7580859,283,13,8
7581339,22,7,4
7581627,195,13,8
7581989,12,7,3
7582733,18,8,4
7583085,21,8,4
7583365,239,13,8
7583685,201,14,8
7583973,176,12,7
7586679,568,13,9
7586679,1109,16,10
7586679,1185,16,10
7586679,2168,17,10
7586679,2212,17,10
7586679,2618,17,10
7587751,723,15,9
7587751,735,15,9
7588599,18,7,4
7589504,12,8,3
7589816,154,10,6
7590760,8,5,2
7592653,16,8,4
7594737,13,7,3
7595769,16,8,4
7596524,14,8,4
7596812,263,14,7
7597100,282,14,7
7598612,12,6,3
7600600,16,6,4
7601326,11,6,3
7601966,11,6,3
7602254,40,8,4
7605067,6,5,3
7605067,12,8,4
7605715,14,6,3
7606004,58,11,6
7607396,12,6,3
7607740,219,12,8
7608543,12,8,3
7609727,14,8,3
7610047,310,12,8
7611422,20,8,4
7611710,66,9,6
7611998,149,11,7
7611998,225,12,7
7612918,9,6,3
7613199,25,8,5
7613487,8,7,3
7613487,20,7,5
7613863,363,12,8
7614151,97,10,7
7614759,12,7,4
7615303,14,7,4
7618229,17,7,3
7618533,17,8,3
7618821,194,15,7
7619141,266,13,7
7619485,23,8,4
7620517,12,7,3
7621725,7,7,3
7622013,269,11,7
7622013,288,11,7
7622381,19,8,4
7623874,10,6,2
7624386,7,6,2
7624778,10,5,2
7625217,16,8,3
7625705,9,5,2
7626201,22,7,4
7626721,8,6,2
7627009,152,15,7
7627376,5,6,2
7627688,63,10,6
7628048,19,8,5
7628048,35,8,5
7628360,109,11,7
7630564,8,6,3
7630908,186,11,6
7631196,150,12,7
7631572,11,6,3
7632044,14,8,4
7633233,19,9,5
7633521,211,12,7
7633521,235,12,7
7633865,162,12,7
7634957,16,8,4
7637232,11,7,3
7638120,14,7,4
7638432,306,11,8
7640079,11,7,3
7641431,12,6,4
7641780,12,6,3
7642100,269,15,8
7642100,310,15,8
7642580,11,6,3
7642940,19,8,4
7643484,14,7,4
7643796,42,9,5
7644951,17,6,4
7646007,14,7,4
7649718,20,6,3
7650166,12,6,3
7651246,11,6,3
7653493,15,7,3
7654091,13,8,4
7654515,16,6,3
7654827,16,8,4
7655147,241,14,8
7655435,56,11,5
7655435,280,17,8
7655779,172,12,7
7656161,15,8,3
7656481,91,10,6
7656481,174,13,7
7656833,114,13,6
7657145,126,11,6
7657505,165,13,7
7657793,284,11,7
7658329,9,5,2
7658645,67,11,5
7658645,92,12,6
7659045,17,8,3
7661350,17,7,3
7661638,140,11,7
7662054,21,7,3
7662398,164,10,6
7662974,7,7,3
7664481,14,8,3
7665844,18,6,3
7666372,13,7,3
7667020,13,8,4
7667332,145,12,8
7667332,147,12,8
7667652,160,11,7
7667940,233,13,8
7668259,8,6,3
7668579,69,9,6
7668579,167,12,7
7668579,208,12,7
7668955,69,9,5
7668955,156,11,7
7668955,356,14,8
7669395,200,13,8
7669715,22,9,5
7669715,280,14,8
7670155,309,12,8
7670443,245,14,8
7670498,45,10,6
7671082,20,8,4
7671458,212,13,8
7671906,10,6,2
7672226,217,12,8
7672578,274,12,9
7672578,344,12,9
7672895,83,10,7
7673247,65,9,6
7673247,245,11,8
7673247,251,11,8
7673687,30,9,5
7673687,250,12,7
7674063,287,13,8
7674911,15,8,3
7675199,249,10,7
7675487,184,11,7
7676119,17,6,4
7676407,41,9,5
7676759,12,6,4
7677167,16,8,5
7677463,118,12,6
7677463,233,14,7
7677684,55,11,6
7677684,127,12,7
7678036,253,13,7
7678364,13,7,4
7679036,12,6,3
7679924,21,8,5
7680079,47,8,5
7680079,147,11,7
7680487,61,10,6
7680767,192,15,7
7680767,250,15,7
7681055,35,9,6
7681655,15,7,4
7681943,69,10,5
7682231,165,10,6
7682231,260,13,8
7683034,15,7,4
7683322,31,10,5
7683322,261,13,8
7683690,11,8,4
7683978,165,13,8
7683978,185,13,8
7683978,236,13,8
7684282,199,14,8
7684738,14,8,3
7685029,98,11,6
7685317,122,11,7
7685629,14,9,4
7685957,4,4,2
7685957,14,8,3
7686245,41,10,6
7686533,109,13,6
7687229,19,9,4
7687737,12,8,4
7688025,110,13,7
7688025,131,13,7
7688025,176,13,7
7688809,21,8,4
7690630,14,6,3
7690918,280,13,8
7691198,59,10,5
7692155,20,8,4
7692795,5,6,3
7693107,14,6,3
7693395,166,12,7
7693395,257,13,7
7693683,48,9,5
7693683,65,10,6
7693683,134,12,7
7694219,13,8,4
7694439,5,5,2
7694783,90,10,7
7695071,231,12,8
7695359,111,14,6
7696087,17,6,4
7696375,49,9,5
7696663,107,12,6
7696663,216,13,7
7696663,228,13,7
7696960,90,10,7
7697968,8,6,2
7698256,209,11,7
7698544,91,9,6
7698544,179,11,7
7698840,101,11,6
7698840,121,11,6
7699208,19,7,4
7700567,11,6,4
7700855,14,7,4
7700855,30,9,5
7701151,209,12,8
7701439,92,10,7
7701439,122,10,7
7701618,30,9,5
7701618,93,10,6
7701618,103,10,6
7701618,147,12,7
7701618,149,12,7
7702010,176,14,7
7702010,234,14,7
7702306,60,10,6
7702306,114,11,6
7702306,144,11,6
7702306,154,11,6
7702306,186,12,7
7702306,225,12,7
7702626,133,12,7
7702626,189,12,7
7702626,313,13,7
7702914,254,11,8
7702914,266,11,8
7702914,272,11,8
7703218,164,11,6
7703218,176,11,6
7703218,297,14,8
7703522,166,12,7
7703522,204,12,7
7703946,19,8,4
7704236,98,11,6
7704524,250,14,8
7704524,258,14,8
7704828,279,12,8
7705172,13,6,3
7706945,6,6,2
7707761,18,9,5
7708049,118,11,6
7708049,270,12,8
7708417,15,8,3
7708705,253,13,7
7709218,12,8,3
7710266,14,8,4
7710554,270,13,7
7711663,18,7,5
7712119,10,7,4
7712759,19,7,4
7713047,92,12,6
7713047,128,12,6
7713343,44,11,5
7713343,188,10,7
7713343,282,11,7
7713343,284,11,7
7713585,68,11,6
7713929,74,12,6
7714217,191,13,8
7714505,188,11,7
7714505,266,14,8
7716176,10,7,3
7716872,9,7,4
7717304,12,7,4
7718612,17,6,3
7718908,36,10,5
7719196,180,13,7
7719492,5,6,3
7719492,133,11,7
7719780,225,12,7
7720068,30,9,4
7720068,95,12,6
7720364,76,11,6
7720973,13,6,3
7721261,96,11,6
7721261,255,13,7
7722493,15,9,4
7722781,91,10,5
7723935,15,8,3
7725487,17,7,5
7727156,13,6,3
7727444,118,12,7
7727444,173,12,7
7728816,10,7,3
7729104,217,13,8
7729104,234,13,8
7729408,233,15,7
7729696,198,12,7
7730336,10,8,3
7732114,14,7,3
7732402,125,11,6
7733079,19,6,4
7733519,12,7,3
7734079,12,8,3
7734575,10,7,3
7734863,76,8,5
7734863,258,12,7
7734863,268,12,7
7735131,254,12,7
7735803,18,8,4
7736091,34,9,5
7737475,19,7,3
7737761,167,12,8
7738049,167,10,7
7738049,268,13,8
7738825,17,8,4
7739113,177,12,7
7739401,202,15,7
7739689,138,12,6
7739923,47,9,5
7739923,159,14,7
7740363,17,8,4
7740651,2,3,1
7740651,80,11,6
7740651,227,12,7
7741363,8,6,3
7741643,93,11,7
7741931,108,13,7
7742219,270,13,9
7742509,67,11,6
7742509,164,12,6
7742821,71,10,6
7742821,75,10,6
7742821,85,10,6
7742821,114,13,7
7742821,303,13,7
7742821,311,13,7
7743285,10,7,3
7743765,5,4,2
7744053,39,9,5
7744381,44,11,5
7744381,79,12,6
7744669,44,9,5
7744669,108,11,6
7745055,9,8,3
7745463,6,5,2
7748843,10,5,3
7749291,12,8,4
7749923,15,7,3
7750507,8,5,3
7750859,12,8,4
7751467,7,5,3
7751747,61,10,5
7751886,70,9,5
7752030,50,8,5
7752318,148,10,7
7752606,51,8,5
7752894,272,12,8
7753182,27,8,4
7753478,162,14,7
7753766,171,13,7
7753766,229,13,7
7754054,76,11,7
7754848,6,6,2
7755136,155,10,8
7755136,192,10,8
7755456,48,11,5
7755456,235,12,8
7755752,4,4,1
7755752,94,10,6
7756312,8,5,2
7756632,15,6,4
7757063,16,7,4
7757815,18,7,4
7758647,35,8,5
7758943,239,12,7
7760380,9,6,3
7760668,275,13,7
7761092,19,7,3
7761380,92,10,6
7761380,213,12,7
7761697,103,11,6
7761697,214,12,7
7761697,218,12,7
7762041,108,11,6
7762521,14,7,4
7764000,17,9,4
7766000,17,8,5
7766749,6,7,3
7767037,42,11,5
7767325,281,13,7
7767613,87,10,6
7767901,75,9,5
7768197,136,13,8
7768674,9,6,2
7768674,17,8,3
7769010,117,11,6
7769010,285,14,8
7769362,18,7,3
7769650,210,14,7
7769938,187,12,7
7770522,11,7,4
7771121,11,7,3
7771409,247,13,7
7772001,12,8,3
7772529,14,7,3
7772817,194,13,8
7773602,13,8,3
7774570,7,5,2
7775186,9,6,2
7775474,209,12,7
7777091,16,7,3
7777379,232,13,7
7778027,9,5,3
7778983,13,7,4
7780551,17,7,4
7780841,172,13,7
7781209,14,7,4
7782313,10,8,4
7782593,124,10,7
7782593,202,13,8
7784039,12,7,4
7784455,20,7,4
7784455,34,8,4
7785175,14,6,4
7785376,16,8,3
7785376,176,12,8
7785464,34,9,5
7785464,75,11,6
7786632,16,7,4
7788699,21,7,4
7788699,32,9,5
7789635,16,7,3
7790654,19,9,4
7791566,13,6,3
7791854,168,11,7
7793088,11,8,3
7794536,20,7,4
7794840,13,6,4
7795842,17,8,3
7796786,13,7,3
7797543,13,7,4
7797831,184,11,7
7798303,22,9,4
7798839,12,7,4
7799964,14,7,4
7801084,5,6,3
7801084,17,8,4
7801876,15,6,3
7802518,10,6,3
7805496,20,7,4
7806304,11,8,3
7806979,6,6,3
7807787,19,8,4
7809639,18,7,4
7810807,10,7,4
7811167,9,8,3
7811455,287,10,8
7812149,20,7,3
7812437,201,13,7
7812437,230,13,7
7813405,18,8,4
7813693,47,10,5
7814184,14,7,4
7814472,61,9,5
7814472,256,11,7
7814832,10,7,3
7815120,147,11,7
7815520,18,9,4
7816096,12,8,3
7816392,185,10,7
7816392,222,13,8
7818243,12,7,3
7818531,136,11,6
7822058,13,8,4
7823098,11,8,4
7824160,12,8,3
7824448,34,11,5
7824448,130,10,7
7825096,17,7,4
7826405,16,8,3
7826837,20,7,3
7827133,275,13,8
7827421,191,12,7
7827421,214,12,7
7828237,9,6,3
7828662,15,6,3
7829734,15,7,3
7830022,229,15,7
7830622,15,8,4
7831013,17,8,3
7831893,14,7,3
7832605,15,8,4
7834017,18,9,4
7834017,22,9,4
7834305,160,10,7
7836068,12,6,3
7836820,17,6,3
7837596,15,7,4
7838849,10,8,3
7839137,181,12,8
7839137,233,12,8
7839433,39,9,4
7839721,56,11,6
7839721,69,11,6
7839721,166,13,7
7840017,134,12,6
7840305,149,12,6
7840305,187,14,7
7841093,14,8,3
7841373,226,13,7
7841693,17,8,4
7842517,15,7,3
7842805,48,10,5
7842805,197,14,7
7842805,225,14,7
7843104,224,11,7
7843392,234,11,7
7843680,80,8,6
7843968,49,12,5
7844752,2,3,1
7844752,10,7,3
7845793,17,8,3
7846121,19,8,4
7848628,17,6,3
7849212,16,8,4
7849500,122,12,6
7853104,11,7,3
7853400,230,12,7
7854040,18,6,4
7854800,16,7,3
7855736,7,5,2
7856088,11,6,4
7856936,16,7,4
7857193,63,11,6
7857193,214,14,7
7857505,15,8,3
7857505,213,12,7
7857505,217,12,7
7858201,15,7,4
7859393,22,10,4
7859858,9,6,2
7860146,156,11,6
7860434,207,11,7
7860874,14,8,4
7862790,12,6,3
7863678,18,9,4
7865363,16,6,3
7869082,13,7,4
7869363,57,11,6
7869363,107,11,6
7869827,12,7,3
7871523,6,6,3
7871920,13,7,3
7872656,9,7,3
7873995,13,8,4
7874363,12,8,4
7875171,12,7,3
7875459,98,12,6
7875459,274,12,8
7875891,12,6,3
7878485,13,7,3
7879384,9,6,4
7879712,7,6,2
7880128,13,8,3
7882359,16,7,4
7882647,16,6,4
7883510,14,6,3
7884158,16,9,4
7884886,12,6,3
7885174,64,10,6
7885174,88,10,6
7885174,96,10,6
7885478,232,13,8
7885478,300,13,8
7885881,15,8,4
7886177,8,6,2
7886177,230,12,7
7886465,127,13,6
7886465,155,12,8
7886465,161,12,8
7886465,211,12,8
7886465,268,12,8
7886777,19,8,4
7886777,102,11,6
7886777,245,14,8
7887153,16,7,3
7887449,14,7,4
7887737,113,11,6
7887737,241,12,7
7888129,14,8,3
7888273,134,11,6
7888417,69,10,6
7888737,11,8,3
7893108,20,6,3
7893396,23,9,5
7893396,239,12,8
7893764,9,6,3
7894052,64,10,6
7894396,3,3,1
7894396,9,6,3
7894684,223,13,8
7895516,9,6,3
7896092,14,7,4
7896700,13,8,4
7897212,15,8,4
7898056,13,7,4
7899064,12,7,4
7899352,40,9,5
7899352,48,9,5
7899640,117,11,6
7899640,186,13,7
7899968,7,6,2
7899968,29,10,4
7900211,88,11,6
7900531,31,9,5
7900907,19,8,4
7902483,13,6,3
7902603,62,11,5
7902771,56,11,6
7903147,6,5,3
